DT,ТОК РОТОРА 1,ТОК РОТОРА 2,ТОК СТАТОРА,ВИБРАЦИЯ НА ОПОРЕ 1,ВИБРАЦИЯ НА ОПОРЕ 2,ВИБРАЦИЯ НА ОПОРЕ 3,ВИБРАЦИЯ НА ОПОРЕ 3. ПРОДОЛЬНАЯ,ВИБРАЦИЯ НА ОПОРЕ 4,ВИБРАЦИЯ НА ОПОРЕ 4. ПРОДОЛЬНАЯ,ТЕМПЕРАТУРА ПОДШИПНИКА НА ОПОРЕ 1,ТЕМПЕРАТУРА ПОДШИПНИКА НА ОПОРЕ 2,ТЕМПЕРАТУРА ПОДШИПНИКА НА ОПОРЕ 3,ТЕМПЕРАТУРА ПОДШИПНИКА НА ОПОРЕ 4,ТЕМПЕРАТУРА МАСЛА В МАСЛОБЛОКЕ,ТЕМПЕРАТУРА МАСЛА В СИСТЕМЕ,ДАВЛЕНИЕ МАСЛА В СИСТЕМЕ
2019-04-09 04:38:10,323.682031,323.682031,6000.0,0.58333333,0.21267361,0.2777777959999999,0.3828125079999999,0.414062499,0.4470486079999999,58.49233629999999,60.114884100000005,51.19093639999999,56.545301300000006,39.4275778,35.5334872,73.72684999999998
2019-07-18 21:21:30,343.09174666666667,343.09174666666667,256.0763888888889,4.120370277777777,0.8101852022222222,0.4089506122222223,0.3713348888888889,0.3848379688888889,0.5275849122222221,55.16615311111112,51.7407931111111,53.72389133333334,56.78868,43.898547888888885,43.44784522222222,97.67232777777778
2019-07-05 10:21:20,336.34188700000004,336.34188700000004,259.887153,4.787326370000001,1.26388886,0.436631923,0.7925347580000001,1.06857641,0.459201388,46.89121420000001,46.89121420000001,46.48558220000001,51.75882119999999,37.805041,39.42757780000001,101.342586
2019-09-24 14:41:30,335.4882111111111,335.4882111111111,267.27431,3.616898144444445,0.7156635666666668,0.4726080255555555,0.6192129311111112,0.8265817888888889,0.5343364355555555,45.43094000000001,44.79995611111112,44.25911111111111,49.937983333333335,39.84222155555555,36.687288444444434,108.52624
2019-05-12 10:17:20,329.218754,329.218754,258.94964500000003,4.1857638,1.32031248,0.320312486,0.407118048,0.417534718,0.5720486260000001,46.24220300000001,44.37629460000001,45.43094000000001,50.298546,36.75038659999999,39.4275778,96.4814835
2019-04-07 19:39:20,327.41466,327.41466,6000.0,0.5243056100000001,0.209201385,0.351562499,0.30729166,0.308159707,0.439236103,60.76389760000001,62.46753700000001,54.1115048,58.9790941,43.727281,38.859693500000006,72.245368
2020-04-28 13:33:50,383.7366666666667,383.7366666666667,268.61,6.43,1.28,1.242,0.7449999999999999,0.728,1.254,38.94,39.75208299999999,42.0236072,47.5402248,36.50700799999999,33.261948000000004,138.70199999999997
2019-12-24 04:27:40,375.907871,375.907871,286.979167,4.88107626,0.7378472300000001,0.4982639160000001,0.5017361379999999,0.931423596,0.8506944400000002,45.59319260000001,45.59319260000001,48.676014,54.436016300000006,48.676014,35.6146136,100.219906
2019-10-29 23:04:30,0.9331597699999998,0.9331597699999998,0.0,0.1253858033333333,0.1263503084444444,0.034722224,0.2131558688888889,0.1051311713333333,0.0771604944444444,8.653507,8.202803666666666,8.202803888888887,9.735193,11.35774,12.169005999999998,0.0
2019-08-03 02:21:20,331.85926333333333,331.85926333333333,261.7573333333333,5.191936644444445,1.0667438444444446,0.4031635833333333,0.4157021511111111,0.5054012555555556,0.4465663511111111,51.10981,49.57742066666666,50.028124,53.72389133333334,40.833752,40.92389266666667,100.36007999999998
2019-09-07 01:39:40,336.2485669999999,336.2485669999999,274.157995,3.78472215,0.8723958039999999,0.451388888,0.51996533,0.73524308,0.428819432,53.219098800000005,51.8399476,50.6230516,55.0039004,46.24220300000001,44.0517874,103.57638649999998
2020-06-28 20:39:50,369.84,369.84,259.765,11.21,2.104,4.392,2.144,2.8020000000000005,2.6100000000000003,50.11826466666666,48.676014,53.543606,57.599945,46.24220300000001,45.43094000000001,97.91666666666669
2019-08-05 19:51:20,331.022868,331.022868,270.520843,6.32118053,1.28298612,0.375868065,0.3628472299999999,0.6493055200000001,0.48611113,46.40445580000001,45.91769780000001,46.32332940000001,51.27206279999999,36.26362759999999,38.129555,102.63889100000002
2020-07-02 12:57:30,1.5552662999999998,1.5552662999999998,0.2604167,0.3175,0.328,0.075,0.3033333333333333,0.2875,0.065,31.729542666666664,35.69574,49.5684066,45.43,38.94,33.1808216,0.0
2020-04-22 02:18:40,386.578,386.578,283.058,7.184,1.19,0.964,0.724,0.6166666666666667,0.825,41.825298222222216,43.087283444444445,44.529534111111126,49.48728,39.752083,35.7,139.7
2019-09-25 05:44:30,335.408718,335.408718,279.236113,3.73611114,0.618055532,0.4487847159999999,0.5911458300000001,0.8229166640000001,0.551215306,44.5385479,43.5650278,43.5650278,49.1627736,39.26532520000001,35.69574,109.20139
2020-03-01 11:03:10,370.98284,370.98284,273.87152888888886,4.655671311111111,1.1728394555555557,1.1631944666666665,1.0281635666666666,1.7062114111111113,1.3261959555555558,54.354890000000005,49.397139333333335,53.543606,58.50135033333332,52.46191666666667,38.490117222222224,102.5077188888889
2020-03-29 00:07:40,371.71,371.71,260.0,9.766666666666666,1.3160000000000005,1.464,0.6775,0.608,0.682,51.92107399999999,53.543606,58.23092888888888,62.37739844444444,55.17,45.881641666666674,93.67
2020-03-09 14:10:20,359.6121288888889,359.6121288888889,290.3356488888889,4.744405788888887,1.2548225000000002,1.1844136,0.9953703666666668,1.4901620333333332,1.4322916222222224,47.86473,42.18586,44.890096666666665,51.10981,40.56333,36.687288444444434,97.0679
2020-05-05 16:49:50,386.206,386.206,273.36800000000005,6.266,1.632,1.338,1.37,1.236,1.44,47.4590985,48.68,50.3796724,53.8681196,44.21404100000001,41.94248079999999,137.1525
2019-04-05 13:58:10,325.672766,325.672766,6000.0,0.51649308,0.168402774,0.269097234,0.233506939,0.244791663,0.346354159,63.68443249999999,62.46753700000001,52.89459160000001,58.8168415,43.9706606,41.1312162,84.01620600000001
2020-04-03 13:07:00,372.63999999999993,372.63999999999993,271.2225,5.470000000000001,1.09,0.6966666666666667,0.6,0.425,0.922,41.374596,40.56333,41.8613544,46.89121420000001,37.32,33.261948000000004,136.51999999999998
2019-09-30 09:02:20,332.36041500000005,332.36041500000005,6000.0,4.37152773,0.844618054,0.489583338,0.644965244,0.8706597,0.66059025,50.0551662,46.32332940000001,48.4326288,52.975718400000005,43.1593958,41.374596,105.2199128
2019-02-02 16:27:30,333.0343677777778,333.0343677777778,6000.0,0.3288965955555556,0.1909722233333333,0.1765046233333333,0.2092978422222222,0.3038194433333332,0.4272762422222222,57.32952333333333,60.845024,50.92952911111111,55.79713611111112,40.38305288888889,35.51545911111111,148.4825033333333
2020-05-25 23:30:50,371.896,371.896,287.63800000000003,4.99,1.7079999999999995,1.73,1.1125,1.4,2.15,43.53798566666666,44.62,45.34079944444446,50.3,40.56,38.13,142.825
2020-07-21 22:55:40,379.922,379.922,274.444,8.124,4.456,3.85,3.572,3.922,3.7559999999999993,52.73233800000001,48.676014,53.8681196,59.22,47.053467000000005,46.24220300000001,95.56666666666666
2019-12-05 05:22:50,369.01283666666666,369.01283666666666,275.85841777777785,2.9629629222222227,0.6153548911111111,0.5246913999999999,0.4533178988888888,0.6761188111111109,0.6259645111111111,47.053467000000005,47.053467000000005,49.48728,54.895732,37.047849333333325,35.78588088888889,96.10339277777778
2020-04-19 17:09:40,381.97,381.97,271.494,8.1525,1.286,1.0225,0.722,0.64,0.8539999999999999,42.19,41.780228,44.1329142,50.0551662,39.75208299999999,35.7,139.698
2020-02-01 17:57:00,378.054132,378.054132,279.19270900000004,3.98697923,1.01736111,0.86718747,0.836805534,1.2604166500000002,1.0243055559999998,47.053467000000005,46.24220300000001,50.298546,55.815164200000005,49.1627736,35.69574,100.9490692
2020-03-17 06:38:40,0.9331597699999998,0.9331597699999998,0.1736111199999999,0.3550347239999999,0.320312493,0.0711805587999999,0.264756972,0.243055555,0.0633680572,35.69574,33.261948000000004,36.58813419999999,40.887836400000005,34.722222800000004,30.9092597,125.6712935
2019-04-14 04:17:00,324.27302799999995,324.27302799999995,6000.0,0.5902777699999999,0.217013884,0.239583331,0.249131955,0.2248263869999999,0.3194444389999999,57.6810715,58.086704,49.7306598,55.32840590000001,39.1841989,34.96560240000001,141.81713200000002
2020-04-07 12:36:20,356.0,356.0,274.948,8.638,1.198,0.86,0.5733333333333334,0.3533333333333333,0.7300000000000001,38.697440500000006,37.31826999999999,39.75,46.24220300000001,34.722222800000004,30.9092597,140.93333333333337
2020-08-30 00:49:40,2.283333333333333,2.283333333333333,0.1736111199999999,0.035,0.035,0.0375,0.09,0.0574999999999999,0.0833333333333333,23.53,25.2303875,23.526733000000004,26.041654300000005,26.771809,21.8230764,0.0
2020-03-14 02:43:50,354.19633,354.19633,291.07638000000003,5.111111169999999,1.28645832,1.12760417,0.987847215,1.61545141,1.47048613,46.24220300000001,40.23883120000001,41.374596,48.676014,38.129555,34.07321000000001,97.013888
2020-03-11 16:19:30,352.57500000000005,352.57500000000005,279.67,5.135,1.164,1.1466666666666667,0.98,1.435,1.4620000000000002,46.079950400000016,39.75208299999999,42.18586,48.676014,38.94,34.88,96.12
2019-06-16 11:37:40,353.4256177777777,353.4256177777777,6000.0,5.843942811111111,1.5046295888888888,0.7744984844444445,0.9837962977777776,1.0599923000000002,0.5111882777777779,49.48728,47.23374766666667,49.937983333333335,53.543606,40.65347066666666,42.997140888888886,100.59156055555556
2019-07-05 20:23:10,338.052666,338.052666,262.725696,4.41493054,1.21614581,0.436631925,0.84461803,1.04513888,0.4713541660000001,48.351500400000006,46.891214100000006,47.945858400000006,52.65121160000001,39.4275778,40.4010806,100.555553
